BeverageName,Category,ABV,Description
Newport Storm Hurricane Amber Ale,1,5.2,"The first offering from the Coastal Extreme Brewing Company blends some of the world's finest ingredients into a delightful beer. In producing our amber ale, we selected the highest quality European and American malts and hops. This ale has a malt character which is delicately balanced with its hop profile so that consumers of all levels enjoy drinking it. Hurricane Amber Ale is a full flavored beer which clearly has more taste than other domestic and imported light beers while at the same time does not overpower the drinker with heavy body or excessive bitterness. So find yourself a cold 'Hurricane' and ENJOY!"
Meantime Coffee,1,6,"Whilst we wouldnâ€™t recommend having this at breakfast with your bacon and eggs, our Coffee Beer is made with real coffee and has a caffeine hit to match. The natural flavours of the beans selected and hand roasted by our friends at the Union Coffee Roasters go well with the roast barley in the beer to give a silky-smooth drink with distinct chocolate and vanilla notes. 

Our first formulation of this beer was the first UK brewed beer to carry the Fairtrade logo, and, although we have reformulated it to create an even better blend of malt and roast coffee flavours, we can no longer get enough coffee in each bottle to qualify for Fairtrade status. However we are still using the same Faitrade Araba Bourbon beans from Rwandaâ€™s Abuhuzamugambi Bakawa Co-operative.

At the Meantime Brewing Co we love flavour, so it wasnâ€™t exactly difficult for us to see how the scents and aromas of coffee and barley would create a perfect match like just like mint and lamb, toffee and banana, peaches and cream, peanut butter and jam. Serve lightly chilled with as many chocolate truffles as your conscience allows.

Each serving is equal to one cup of coffee"
Baltika #5,1,5.3,
Baltika #8,1,5,
Baltika #9,1,8,
Ruben & The Jets,1,8.6,This Ale is Brewed in Honor of the 40th Anniversary Release of this Album.
Old Faithful Ale,1,0,"ur Old Faithful Ale is a Pale Golden Ale with a crisp body and light malt sweetness. We cold condition this ale to give it a pleasantly smooth character and dry palate. The Willamette and imported UK Goldings hops give this beer a light floral hop aroma, making it exceptionally easy to drink."
Cottonwood Endo India Pale Ale,1,5.9,This brew is a favorite for those who love hops! This medium copper-colored ale is dry hopped for a strong hop nose with medium malt overtones and hint of caramel that blend for one great tasting beer!
Olde Buzzard Lager,1,5,"Our Lager (Dortmund-style) is brewed with pale, Munich and Vienna malts and is moderately hopped with Hallertauer hops. Dortmund is an industrial, steel-making town and its lagers are hearty, easy drinking brewskies. The hops balance the malt but not overtly so. A great brew for the end of a hard day at work. Winner of the Gold Medal for Best European Style Pilsner at the 2000 Great American Beer Festival , Gold Medal at the 5th and 6th Great International Beer Festival, Silver Medals at the 7th Great International Beer Festival and 9th Great International Beer Festival, and Bronze Medal at the 8th Great International Beer Festival and 11th Great International Beer Festival!"
Second Street IPA,1,6,
South Hampton IPA,1,6.2,
Bittersweet Lenny R.I.P.A.,1,10,"Ladies and Gentlemen, Shmaltz Brewing Co. is proud to introduce Bittersweet Lenny's R.I.P.A. Brewed with an obscene amount of malts and hops. Shocking flavors - far beyond contemporary community standards. We cooked up the straight dope for the growing minions of our nation's Radical Beer junkies. Judges may not be able to define \Radical Beer"
Holyoke Dam Ale,1,0,
Sky High Rye,1,0,
Genesis,1,0,
Double White,1,6.6,"What do brewmasters do in their free time? If you're Phil Markowski, the obsesseive brewmaster of Southampton, you brew at home, of course! Phil turned his fascination with Belgian-style white ales into a quest to master one of the most challenging beers to brew. Using rustic ingredients like un-malted wheat, Phil experimented over his stove until he felt it was perfect. Take one taste and you'll agree, Phil got it \white.\"""""
Big Dick's Olde Ale,1,8.2,"Somewhat of a cousin to Barleywine, Big Dickâ€™s is a classic English-style Olde Ale.  Sweet and full-bodied malt flavors are complemented by a fragrant but mild hop bitterness.  Sweet, bready malt aromas combine with rich flavors of dark fruit, brown sugar, caramel, and sweet nuts. A beer for keeping, Big Dickâ€™s Olde Ale will age gracefully, while fruity flavors continue to develop and bitterness will subside.

This is not only a BIG beer, it is a Well-Endowed Ale!  We took a traditional English-style Ale and made it our own.  Delightful on its own or as a digestif with a full-bodied cigar, Big Dickâ€™s is also big enough to stand up to many boldly-flavored foods."
Hopnoxxxious,1,7.45,This hophead's delight contains 7 hop additions. A malt background balances the hoppy bitterness for a complex flavor.
Bistro Blonde,1,4.2,An easy drinking ale that goes well with our food offerings.  Also a great introduction to the world of craft brewing.
Jacobsen Dark Lager,1,5.8,Original Dark Lager is brewed according to J.C. Jacobsen's original recipe. The colour is chestnut. It has a Hersbrucker hiop aroma while the floor malted Munich malt adds a caramel character. The carbonisation is gentle and the hop bitterness is soft. Enjoy at 6-8C.
State Street Oatmeal Stout,1,6.1,A dark rich full-bodied stout with a dense creamy head.  Full of character and very satisfying.
Bee Sting Honey Rye Ale,1,6.5,A smooth golden ale flavored with Pilsner malt and fresh local honey from Schaefer Shack Farms.
Amber Waves,1,4.85,A clean crisp ale with a beautiful reddish caramel color and a superb balance of hops and malts.
Padawan Pale Ale,1,5,A mild pleasant ale with lingering hoppy notes.
Pearl Street Porter,1,0,A Baltic Porter made to celebrate Boulder's 150th anniversary. Available for the entirety of 2009.
Big Shot Espresso Stout,1,0,"A favorite of many coffee-loving beer drinkers, Big Shot Espresso Stout boasts about a shot of espresso in every pint. Twisted Pine teamed up with popular Amante Coffee in Boulder to produce what Amante co-owner and founder Greg Buchheister calls \the most perfectly balanced buzz.\"" The earthy"
Tailgate Amber Wave,1,6.2,"Why put everything in a category? Live outside the box. The â€˜flagshipâ€™ of TailGate Beer, Amber Wave, is a completely unique and individual beer that raises the standards and breaks all the molds.

Amber Wave was inspired by America's amber waves of grain and is as unique as apple pie.  The intellectuals behind TailGate Beer created this dark, rose colored ale that drinks like honey and lingers of light caramel, with notes of chocolate and sweet subtle hops. Surprise yourself, and others, with your sophisticated palate and acute ability to find the best beer brewed for drinking, not sampling."
Tailgate Brown Ale,1,5.9,"This is your solution to the same ol' ho hum brown ale you drink all the time. This ale might be dark and intimidating in a glass, yet the first sip proves to be a surprisingly refreshing assault on your taste buds. Complex blends of chocolate and roasted oats complement the essence of bittering hops, and sweet malts.  The balanced combination makes this full flavored ale one to be enjoyed in any occasion."
Tailgate IPA,1,6.5,"This is what beer is all about.  First swallow offers a nice little bite, followed by a blossom of flavors delivered by our handpicked aromatic hops.  Flavor carries through the end with a full fisted kick of alcohol content that rocks the Richter scale at 6.5%.  A nose of citrus with a floral essence of spice tickles the tongue in this ode to hops.  Discover an IPA that encourages how to enjoy what beer is all about."
Tailgate Sweet Stout,1,6.6,"Bronze medal award winner - Sweet Stout Category â€“ California State Fair 2008 Commercial Craft Brew Competition

Donâ€™t be afraid of the dark. This Sweet Stout is a surprisingly charming, and yet extremely robust ale that spills a soothing bouquet of caramel, chocolate and lightly roasted oats.  As a truly unique foray into the world of stout ales, this sweet stout drinks so light you might be surprised at how apt you are to enjoy the darkest of TailGate Beerâ€™s. The flavors are so rich and smooth that this TGB Sweet Stout can cool you on the hottest of days and warm you in the worst that winter can bring. Here is heaven in a bottle. If it weren't so wrong, this is what you wish mom could have given you in your baby bottle.  Treat yourself right and enjoy an experience that is the best dessert to pass through your lips since mom last made her best fruit pie for you."
Tailgate Light,1,4.7,"Why settle for a watered down version of delicious barley and hops when the TailGate Beer Light will make you a convert to the world of light ales. Eat hardy, and enjoy a light beer with serious flavor, lower calories and the most serious attention to the powers that flavor beer.  A nose of citrus and spice with a tongue of vanilla are just a few of the very unique flavors to grace your senses in this Light Ale.  This is the light beer lovers of beer have been waiting for.  This is not a watered down version of a good idea."
Tailgate Hefeweizen,1,5,"TailGate Beer does the German style wheat beer right. Hints of citrus, complemented by sprinkles of spice that makes a German, full flavored brew that is really hard to say right.  Proud of the names â€˜weizenâ€™ (wheat) base ingredient, TGB draws most of its flavor from the famed grass plant. This Hef is one truly crisp, and refreshing unfiltered ale that garnishes well with a lemon or an orange!   Be sure to impress your friends with your fine tuned palate and sophisticated verbiage next time you belly up to order your TailGate Beer â€œHEH-feh-vite-zehnâ€"
Vintage Ale 2008,1,8.5,"I have crafted this very special ale from the finest Challenger and Northdown hops, Maris Otter malted barley, and of course, our unique yeast, to create a truly extraordinary limited edition brew.

Individually packed and numbered, this bottle is one of only one hundred and forty-five thousand produced."
Tribute Premium Cornish Ale,1,4.2,"A Supreme Champion Ale of Cornwall as
voted by CAMRA*, and the South West's Favourite cask beer**, Tribute is a popular
favourite with locals and visitors to Cornwall, as well as being a much sought after guest ale throughout the rest of the UK. It is brewed using specially grown Cornish Gold Malt and is a perfect accompaniment to chicken, gammon or fish. The ideal alternative to a fine white wine."
Proper Job,1,5.5,Proper Job is an authentic IPA brewed with Cornish spring water and malt made from a blend of malts including Cornish grown Maris Otter barley.
HSD Hicks Special Draught,1,5,"St Austellâ€™s most legendary ale, HSD is fullbodied strong and Cornish, brimming with a kaleidoscope of flavours. Brewed with plenty of malt and lashings of English Fuggles and Golding hops, HSD is truly a classic ale of considerable depth and complexity. The real ale alternative to a well rounded premium red wine and simply superb with steaks and other red meat dishes."
Haywards 5000,1,7.5,"Country of origin:  India 
Beer type:  Lager  
Alcohol content by volume: < 7.5% by volume  
Carbohydrates: - 
Taste:  full bodied malty flavour  
Malts:  Indian malts, 6 row barley  
Hops:  German hop extract (CO2) & Indian hop palate  
Colour:  Golden yellow  
Availability:  India - all seasons, South East Asia, Middle East and Europ 
Fermentation process: Bottom-fermented  
Serving temperature:  7 - 9 Â°C  
Packaging:  650 ml and 330 ml Indian standard glass amber bottle ; 500 ml Non returnable bottles ; 500 ml cans and 330 ml cans ( in select markets) 
 
http://www.sabmiller.in/brands_haywards_5000.html"
Peroni Nastro Azzurro,1,5.1,"Peroni its unique taste which is refreshing and dry, with a clear-cut, clean character and clarity, achieved through the exclusive brewing process. This ensures that the beer has both a fresh and natural quality. 

Positioned as â€˜Italian style in a bottleâ€™, from presentation to pouring the brand, Peroni has struck a chord with modern urbanites looking for cosmopolitan class. 

http://www.sabmiller.in/brands_peroni.html"
Haywards Black,1,8,"Haywards Black, Indiaâ€™s first genuine stout beer , is handcrafted from a rich blend of the world famous Caledon valley dark roasted barley malt along with a blend of imported and locally produced pale malts. New Zealandâ€™s super alpha hops give Haywards Black a unique and pleasantly bitter taste with a hop like aroma. The Dark Roasted malt provides a rich dark colouring along with a unique smoky taste and aroma. The Slow brewing process which incorporates specially managed yeast creates the creamy head and the rich smooth taste that stout is so much loved for. 

http://www.sabmiller.in/brands_haywards_black.html"
Foster's Lager Beer,1,4.9,"Foster'sÂ® Lager is a uniquely Australian beer, brewed with the finest sun-dried malted barley, the purest water, and Foster'sÂ® own specially bred 'Pride of Ringwood' hops imported directly from Australia to give the beer an authentic flavor. Foster'sÂ® Lager Beer has always been at the forefront of brewing technology and the Foster'sÂ® Lager brewed today is the result of over a century of attention of the brewing art. Quality has been the strength of Foster'sÂ® since its earliest days and remains a paramount concern at every stage of the beer's journey from brewery to consumer. Foster'sÂ® crisp, clean flavour won it immediate international acclaim when it was first brewed in Melbourne in 1888. Today, more than one hundred years later, it is still recognized as one of the world's best beers."
Indus Pride,1,4.8,"BEER TYPE Indus Pride is a 100% malt beer 
PRODUCT PROPOSITION Made of 100% malt lending it a unique rich flavor 
ALCOHOL CONTENT BY VOLUME 4.8% by volume 
TASTE Rich in flavors with a clean head and foam 
COLOUR Sunrise Yellow 
SERVING TEMPERATURE 7 degree Celsius 
PACKAGING 650 ml glass bottles : 12 bottles per case
330 ml pack : 24 bottles per case 

http://www.sabmiller.in/induspride.html"
Royal Challenge,1,5,"Royal Challenge Premium Lager is the second largest selling mild beer in India. Royal Challenge is brewed with the choicest 6 malt barley. Its long brew duration provides it with a distinct, smooth taste and rich flavour. It has all the hall marks of a great beer - Color that is golden honey, taste that is smooth and crisp, lace that sticks to the wall of the glass. Royal Challenge Premium Lager is the beer for the discerning who have the confidence to make their choices based on their superior taste and knowledge rather than follow the crowd.


http://www.sabmiller.in/brands_royal-challenge.html"
Knock Out,1,8,"Country of origin:  India 
Beer type:  Lager  
Alcohol content by volume: < 8 % by volume  
Carbohydrates: - 
Taste:  Smooth and strong with a rich malty taste  
Malts:  Indian malts, 6 row barley  
Hops:  Hops extract from Germany and Indian hops palate  
Colour:  Golden yellow  
Availability:  India  
Fermentation process: Bottom-fermented  
Serving temperature:  7 - 9 Â°C  
Packaging:  650 ml, 330 ml Indian standard glass bottle ; 500 ml cans and 330 ml cans,( in select markets)  

http://www.sabmiller.in/brands_knock-out.html"
Haywards 2000,1,7.5,"Haywards 2000 H2K is India's only beer with an ABV of 5.5%, whilst the rest of the beers are either less than 5% or greater than 7.5% - 8%

Taste:  Rich, smooth and crisp taste 
Malts:  Indian malts, 6 row barley 
Hops:  Hop extract from Germany and Indian hops palate 
Colour:  Gold  
Availability:  Parts of India  
Fermentation process: Bottom-fermented  
Serving temperature:  7 - 9 Â°C  
Packaging:  650 ml and 330 ml glass bottle and 330 ml cans  

http://www.sabmiller.in/brands_haywards_2000.html"
Old Oak Amber Ale,1,0,A well balanced American Amber Ale. Smooth malt character balanced with a healthy dose of Cascade hops aged on oak chips - our most popular beer.
Lightner Creek Lager,1,0,"A light bodied golden ale, low in hop character with a spicy aroma from whole Czech Saaz hops."
Iron Horse Oatmeal Stout,1,0,"One of these beers is available all of the time. Our heartiest beers emphasize roasted malts and the generous use of hops. Creamy, smooth and always nitrogenated, these beers are nearly a meal or a dessert in themselves."
Colorado Trail Nut Brown Ale,1,0,The slightly roasted flavor and nutty palate with a hint of hops make this beer subtle and drinkable.
Exodus Porter,1,0,"This is a classic American Porter, poured on tap it has a good head that stays and leaves a nice lace.  It is defined by its chocolate malt, medium body, and smooth mouthfeel.  Balanced by the Golding and Columbus hops on the finish is a hint of bitterness.  
Donâ€™t be afraid of the dark."
Sante Fe Pale Ale,1,5.5,"Anything but a typical American Pale, Santa Fe Pale Ale is as full bodied as its most robust English counterparts, while asserting its American origin with a healthy nose resplendent with Cascade and Willamette hops. It finishes with a well-balanced combination of the subtle, almost Pilsner-like maltiness accentuated by the German yeast used to brew this Santa Fe classic, and a hop bite sufficient to leave a lingering smile on the face of any fan of American Pale Ales."
Santa Fe Wheat,1,5.25,"A true Bavarian wheat yeast, sixty percent wheat malt, and German hops make Santa Fe Wheat Beer as true to the style as any American rendition can be. German Wheat Beer, with its hints of banana and clove, its delectable, spicy, hops, and its pale golden color, is becoming increasingly popular in Americaâ€™s craft brewing world, and with good reason: wheat beers are both light enough to please light beer drinkers, and complex enough to please true micro-brew connoisseurs. To mimic a classic German Hefeweisen, after pouring your Santa Fe Wheat Beer into a glass, swirl the last few drops in the bottle to loosen the yeast from the bottom, then pour the yeast over the top of your beer."
Santa Fe Nut Brown,1,5.2,"The Brown Ale style originated in the pubs of England, where beer drinkers desired a beer that was both flavorful and complex, but at the same time mild enough to be a session beer. The Santa Fe Brewing Company's interpretation of this style uses a combination of high mash temperature, hard water, and low-alpha acid hops to produce a product that is both true to the style and distinctly Santa Fe. Brewing jargon aside, Santa Fe Nut Brown Ale is an easy-drinking beer, mild, smooth, and always a favorite. Try a keg at your next party!"
State Pen Porter,1,6.4,"A trademark beer of the Santa Fe Brewing Companyâ€™s master brewer, Ty Levis, the State Pen Porter has every reason to be one of his favorites. It is flavorful, swimming with notes of nuts and chocolate; it is drinkable, so drinkable that it is almost as if pint after pint were drinking itself."
Santa Fe Stout,1,5,"A hearty sip of the Santa Fe Stout delights oneâ€™s taste buds first with a generous Irish serving of roast malt that rolls off the tongue with a creamy bitterness reminiscent of the finest coffee. Supported by the complex, yet light body only possible with a good Irish yeast strain, this coffee-like creaminess eventually yields to the warmth of a subtle variety of hops, and their mild, full flavor. A favorite with regular customers, this rare brew can occasionally be found on draft at restaurants in Santa Fe, but is more likely on tap at the Brewery's tasting room. Despite its intimidating dark color, this brew has an uncanny ability to convert those who claim not to like beer. The balance of flavors and complexity of aroma are recognized and appreciated by all who taste this fine brew."
Chicken Killer Barley Wine,1,10,"Chicken Killer Barley Wine is the revolutionary beer that will someday define America's unique Barley Wine style. It is brewed with twice the ingredients of the Santa Fe Brewing Company's other beers, and only half the usual amount of liquid is extracted from these ingredients. This makes one substantial beer. At over ten percent alcohol, Chicken Killer is actually as substantial as wine, but this is not to say that it is difficult to drink. On the contrary; be careful with this one. The flavors of the beer are at first as overwhelming as the intense Santa Fe sun. But in the same way our sun gives us the unrivaled brilliant colors of Santa Fe, the potency of Chicken Killer gives us the remarkable spectrum of flavors that can be found in no other beer, in no other city. If you did not have the opportunity to try last year's vintage, come try this year's!"
Fiesta IPA,1,6.3,"A classic beer for those beer lovers who love their hops, Fiesta IPA will take the Pepsi Challenge (or IPA challenge, as we say in New Mexico) against any other pretenders to the throne. Was it divine providence that made this beer the king of the IPA world? Was it a tireless pursuit of glory? No, this IPA has a top-secret recipe to thank for its success, and this meticulously formulated combination of several different hops combined with a very specific brewing process give Fiesta IPA a spicy, citric, and floral infusion of hop character, which is masterfully counterbalanced with the full-bodied maltiness characteristic of the Santa Fe Brewing Companyâ€™s distinctive beers."
Freestyle Pilsner,1,5.5,"As its name suggests, this Pilsner does not like to be categorized. Inquiring whether it is a German, Czech, Bavarian, American, or any other style pilsner will result in an impatient sigh and the explanation that the whole philosophy behind this pilsner is that it does not fall into any categories. True, it is brewed with traditional ingredients (soft water, pilsner malt, saaz hops, and German yeast), but it is the way that these ingredients interact, and the characteristics of the yeast, that cause this particular pilsner to defiantly stand alone. The assertively hopped Freestyle pils exudes the flavor and the aroma of the classic Saaz hop (a tribute to â€œthe originalâ€ pilsner), while maintaining enough body to balance but not overpower this hopâ€™s pleasant, spicy tone. An unhurried lagering process so frequently overlooked by American craft brewers is strictly adhered to in the production of Freestyle, which makes this beer by far the most light, clean, and quenching beer in the Santa Fe Brewing Companyâ€™s line up."
Viszolay Belgian,1,7.5,"Viszolay is a distinctly continental ale with a hint of the southwest. Belgian malt, Bavarian and Czech hops, and a secret blend of German and Belgian yeast strains provide this beer, inspired by the Trappistâ€™s Dubbel style ale, with a strong traditional base, while a hint of New Mexico wildflower honey infuses it with that ethereal quality that we New Mexicans simply call, â€œenchantingâ€. Like the Trappist ales from which it sprung, Viszolay is light and refreshing. The hopâ€™s subtle notes are overpowered by complex fruity flavors derived from the Belgian yeast, leaving Viszolay a very drinkable (yet rather potent) addition to the Santa Fe Brewing Companyâ€™s family of beers."
Stiegl GoldbrÃ¤u,1,4.9,"This wonderfully refreshing beer specialty from Stiegl, Austriaâ€™s largest privately owned brewery is brewed in strict adherence with the 1516 purity law of only using water, malt and hops. Stiegl-GoldbrÃ¤u is an Austrian styled beer with its own distinctive Salzburg lager flavor. The 12o original gravity is unparalleled in its even taste and ability to refresh. It is mildly hopped is golden in color has a great head with a superb finish. Stiegl-GoldbrÃ¤u is considered by many connoisseurs to be the worldâ€™s finest beer."
Weizengold Dunkel,1,0,"Stiegl Weizengold. It has 12o original gravity; the choicest ingredients and a top fermentation process are responsible for the highest possible quality and an unmistakable flavor. It is brewed according to the classic wheat beer recipe: 60 % wheat malt and 40 % barley malt, top fermentation and in compliance with the Purity Law of 1516.  This dark wheat beer specialty is a natural and spicy beer brand."
Stiegl Leicht,1,3.3,This is a light beer with a full taste and a third less alcohol so therefore 30% less calories. It is ideal for beer lovers who prefer light beers but do not want to renounce the taste.
Paracelsus Zwickl,1,5,"Paracelsus Zwickl is a natural beer specialty with a mellow impression on the tongue. The aftertaste unfolds a slight bitterness. Zwickl-beer is not filtered and therefore shows some cloudiness due to rests of yeast, minerals and trace elements.

This very special beer is brewing at its best using a sophisticated recipe combined with love and dedication. Stiegl only uses excellent ingredients from Austrian agricultural suppliers, applying biological techniques. As a result of this Paracelsus Zwickl beer was awarded the Bio-Austria certificate. Bio-production is subject to strict yearly controls by â€œAustria-Bio-Guarantyâ€.

â€œBier is a really divine medicineâ€. This quotation comes from Paracelsus (1493 â€“ 1541). He was a well known physician, forward thinker and visionary who lived in Salzburg for many years. He found out that beer had healing powers."
Ottakringer Helles,1,5.1,
Guinness 250th Anniversary Stout,1,5,"To mark the 250 year anniversary of the signing of the lease on St. Jame's Gate Brewery by Arthur Guinness, we introduce a special commemorative stout. This premium recipe provides a refreshing taste, which underlies the complex flavor of stout."
Fahrwasser Fairway Pilsner,1,5.2,"Reid is our onsite go-to beer guy who handles the bulk of our to-go beer sales. Reid is a full-time UAA student who manages to sell beer at MSBC, run a side welding business, keep the golf discs flying all year-round & create music with his band, Bushwood. He wrote and performed his song \No 9 to 5\"""
Cafe Amsterdam's 10th Anniversary Gruit,1,12,"SPECIAL COMMEMORATIVE BEER

Former brewer Ken Pajak teamed up with MSBC to create a very special beer to celebrate the 10 years that he and wife Shauna have owned CafÃ© Amsterdam. Since taking over this mid-town establishment, the Pajaks added a â€œbeer & wine licenseâ€ and subsequently transformed the European-style cafÃ© into a beer-centric place to grab breakfast, lunch, dinner and all beers during, around and between these fabulous meals. 

The cafe's beer menu is extensive and all-encompassing. The staff is knowledgeable and enthusiastic. And the beer pour is always rightâ€” temperature, glass, presentation. 

â€œNo hops were harmed in the brewing of this beer.â€ 

Gruit is an old styleâ€”one that incorporates spices, herbs and fruit but no hops. The latter detail makes this style very rare in modern times. CafÃ© Amsterdamâ€™s Gruit is dark, strong and interesting. This combination of pale and dark malts, sage, thyme, cinnamon, black peppercorn and fresh orange peel composes distinctive, substantial flavors that meld together wonderfully. And at 12% ABV, this cellar-friendly ale is ready to lay you down! Thoroughly enjoy this old-world beer now but stash some away for later dwelvings. 

Availability: 
AK - 22-oz bottles (limited release begins 05/29/2009)"
Wasatch 1st Amendment Lager,1,4,"A turn of the century pure malt, crisp lager. 1st Amendment Lager is made with European style hops and Munich malts. This beer has a wonderful, clean, crisp flavor certain to please all."
Speight's Gold Medal Ale,1,4,
Old Slugger Pale Ale,1,5.5,"\Old Slugger\"" is a hearty Pale Ale"
Nine Men Ale,1,4.3,"\Nine Man\"" is a golden ale"
Benchwarmer Porter,1,6.4,"\Benchwarmer\"" is a very smooth Porter brewed in accordance with the original \""high gravity\"" porters of early London. More than 4% chocolate malt"
Strike Out Stout,1,4.6,"\Strike Out\"" is brewed with 6 malts including a balanced portion of chocolate and crystal malts. It is also brewed with 5% flaked oats for a velvet-like mouth feel. English pale"
Backyard India Pale Ale,1,6.1,"\Back Yard\"" is a golden India Pale Ale. Historically"
Pride of Milford Special Ale,1,7.7,"\Pride of Milford\"" is a very special ale with a tapestry of complex flavors and aromas. It is brewed with five malts and fermented with the Ringwood yeast at a higher temperature which gives this beer a uniqueness all its own. \""Pride\"" has a distinctive reddish copper color. It is strong and rich beer. When \""Pride\"" was first brewed in December 1999"
Apocalypse Cow,1,10,
Green Monsta Ale,1,7.3,A BIG PALE ALE with an awsome balance of Belgian malts with Fuggles and East Kent Golding hops.
Mokah Imperial Blended Stout,1,11,"When empirical and creative impulses collide, the result is often timeless. The classic utility-art aesthetic of the coffee maker is an example of design and engineering working in concert. 

It is through similar cooperation that the simple bitter cocoa bean is transformed into a sweet treat. As scientists, our brewers utilize their materials to exacting standards. As artists, they couldnâ€™t resist the temptation to combine two of our highly acclaimed Blackwater Series Imperial Stouts: Jahva and Choklat. Alone each is perfect, but together as Mokah they are an inimitable expression of two of the worldâ€™s most sought after flavors. Enjoy Mokah stout with â€“ or as â€“ your favorite dessert!
11.0% abv â€¢ 27Âº plato â€¢ Imperial Stout Brewed with Coffee & Chocolate â€¢ 22 oz / 1/6 keg
2-row pale malt â€¢ 2-row barley â€¢ caramel, chocolate & black malts â€¢ roasted barley barley flakes â€¢ Jamaican roasted coffee â€¢ bittersweet Belgian chocolate â€¢ chinook, willamette, cascade & columbus hops"
Sculpin India Pale Ale,1,7,"The Sculpin IPA is a testament to our humble beginnings as Home Brew Mart. Founded in 1992, the Mart continues to be a catalyst for the San Diego brewing scene, setting the trend for handcrafted ales. Inspired by our customers, employees and brewers, the Sculpin IPA is bright with aromas of apricot, peach, mango and lemon. Its lighter body also brings out the crispness of the hops. This delicious Ballast Point Ale took a Bronze Medal at the 2007 Great American Beer Festival in the Pro Am category. The Sculpin fish has poisonous spikes on its fins that can give a strong sting. Ironically, the meat from a Sculpin is considered some of the most tasty. Something that has a sting but tastes great, sounds like a Ballast Point India Pale Ale."
Bitter Woman in the Rye,1,0,
Glockenspiel,1,8,
Doryman's Dark Ale,1,5.8,"Our American Brown Ale has a dark brown color, with a balanced aroma of roasted malts and Northwest-grown hops. The sweetness of the ale and crystal malts blend beautifully with the assertive flavors of Cascade and Mt. Hood hops. A brew to be savored.

This beer originated as a prize-winning homebrew many years ago. When Darron, the Head Brewer, began designing the beers for the Pelican Pub and Brewery, he adapted his old 5 gallon homebrew recipe to his new 15 bbl (465 gallon) brewery. It was well worth the effort, for not only has the Doryman's Dark Ale been a perennial favorite here at the Pelican Pub, but it has garnered prestigious professional awards."
Black Toad Dark Ale,1,0,"We begin with a custom mixture of dark and roasted barley malts, then we add the choicest hops. The resulting ale has a dark chestnut color and a deep nutty flavor. Brewed specially for Trader Joe's."
Hansa Pils,1,4.8,
Mississippi Mud Black & Tan,1,5,"A-It's got a nice dark tan texture to it. The description on the bottle says it all.

S-It's got a coffee like smell to it. It smells pretty good.

T- It tastes a tad like Bass with a hint of coffee to it. At least to me it had a coffee taste. It's got a nice even taste. It's not too strong and not too weak. It's a happy medium.

M-It feels good when swallowing. It leaves a mild aftertaste but it's a good aftertaste.

D-Well I drank the whole jug w/ no problem and enjoyed myself so that spoke for itself.

Overall, I recommend this beer. If you find it, it's worth having. It goes well when watching a movie too.

Serving type: bottle"
Satsuma Harvest Wit,1,5.1,"Real Louisiana Satsumas, golden wheat, oats and the finest barley create Abita Satsuma Harvest Wit. Pale and cloudy, like the haze on a hot summer day, this white beer has a sweet and subtle citrus flavor with a touch of spice that is cool and refreshing. 

Abita Satsuma Harvest Wit is very versatile and can compliment a number of dishes. This brew pairs well with salads, fish, shrimp and lobster, as long as the dishes are not too spicy. Thai dishes, which often have citric notes in their flavor profile, would also perfectly compliment the orange flavors in Abita Satsuma Harvest Wit."
Miller Genuine Draft 64,1,2.8,
Flo IPA,1,0,
Sunna Wit,1,0,
Red Rocket Ale,1,6.8,"The brew of choice for mountain bikers, and adventurous types worldwide. (Are you excited now!) This fiery red ale is not for the weak at heart. It originally started out as a Scottish red ale but has taken on flavors of its own. This is a very complex recipe using five different grains to achieve its unique flavor. The caramel malt used is a mixture of Belgian Caravienne and Hugh Bairds Crystal malts. Red Rocket is a full bodied, hoppy brew which finishes on the pallet with caramel malts. Centennial and Cascade hops are used for bittering and aroma.2004 L.A. Commercial Brewing Competition, Gold Medal Winner; 2004 West Coast Commercial Brewers Competition, First Place; 2003 California State Fair, Gold MedalWinner; 2002 California State Fair, Silver Medal Winner; 2001 California State Fair Gold Medal Winner; 2001 Real Ale Festival, Chicago, Bronze Medal Winner; 2000 California State Fair, Bronze Medal Winner; 1999 Great American Beer Festival, Silver Medal Winner; 1998 Great American Beer Festival, Silver Medal Winner - og 1.067, ABV 6.8%, IBU 65+."
Scratch #20 2009 Apollo Imperial Ale,1,7,"Scratch #20 has been dubbed Apollo Imperial Ale because of our experimentation with a new hop variety.
 
Apollo hops are high alpha acid with an intense aroma. Married with other high alpha hops, with almost two pounds of hops added per barrel produced, AIA has an intense staying power in the back of the throat. After a long discussion between Chris, John and the brewers, they dubbed this hop flavor stinky grapefruit with a hint of perfume. The dark color might lead you to believe the some malt may shine through; but no, the hops are the true player in this ale.
 
Scratch #20 has a dual role, also serving at The Drafting Roomâ€™s Anniversary Ale for 2009. We brewed a bit more to serve the brewery and The Drafting Room, but get it while when you see it. Before this intense hop flavor subsides, this beer will be sold out."
Brooklyn Summer Ale,1,0,It is light with a bit of a citrus flavor.  A pretty standard summer seasonal.
Aviator Red,1,5.25,Buffaloâ€™s favorite red ale. Ruby red and malty flavored with a medium body and a spicy hop signature to balance. Available in bottles and on draft
